gene_ID	segment_number	seed	N_CG	L_locus	CG_density	Col0_meth_frac	CG_spacing	mean_h2az	max_h2az	locus_gain_rate_mu	locus_gain_rate_sigma	locus_loss_rate_mu	locus_loss_rate_sigma
AT2G45930	6010	24039	35	1386	0.024531024531024532	0.029411764705882353	40.76470588235294	4.39498764835298	7.69745397567749	4.33254109724698e-06	5.103864163222495e-06	0.0	0.0
AT2G45940	6011	24043	39	1274	0.029827315541601257	0.0	33.526315789473685	7.30302156507969	22.9356397628784	0.0	0.0	nan	nan
AT2G45950	6012	24047	87	3701	0.023236962982977574	0.1744186046511628	43.03488372093023	1.19013737426563	5.671305966377259	1.3808340237503452e-05	0.0	5.310457516339869e-05	1.564423378686827e-05
AT2G45980	6013	24051	52	1879	0.027142096860031932	0.11764705882352941	36.84313725490196	1.94220835734636	3.74375398159027	5.900508351488745e-06	4.5388525780682645e-06	9.531590413943355e-05	4.7169139639675306e-05
AT2G45990	6014	24055	30	2163	0.013407304669440592	0.1	74.58620689655173	1.8812975768579399	9.12316417694092	0.0	0.0	0.0	0.0
AT2G46020	6015	24059	216	9423	0.022816512787859494	0.5849056603773585	43.82790697674418	0.7196750514170469	4.2360800743102995	1.183712121212121e-05	3.5046394251665314e-06	1.317731393632722e-05	3.7271072168803893e-06
AT2G46040	6017	24067	76	3143	0.023862551702195353	0.17105263157894737	41.906666666666666	3.47201933374772	16.0734099388123	8.105093889407614e-06	5.227628480845101e-06	9.583961789844143e-05	1.57114127702363e-05
AT2G46050	6018	24071	51	1695	0.029498525073746312	0.16	33.9	2.69896518058247	6.280192065238951	9.726112667289138e-06	6.738448519953615e-06	0.0	0.0
AT2G46060	6019	24075	95	3996	0.023523523523523524	0.3763440860215054	42.51063829787234	2.1300313429134596	7.998960113525389	1.8664074825332433e-05	1.3675123844199065e-05	5.835667600373483e-06	7.0028011204481795e-06
AT2G46070	6020	24079	61	1992	0.030120481927710843	0.5789473684210527	33.2	1.6296723871745802	4.27335796356201	4.1700708061002175e-05	3.0495085898639905e-05	0.0	0.0
AT2G46080	6021	24083	47	1884	0.024416135881104035	0.21739130434782608	40.95652173913043	1.7989043174605601	4.04441003799438	0.0	0.0	0.0	0.0
AT2G46090	6022	24087	67	2402	0.027477102414654453	0.07575757575757576	36.3939393939394	1.8554952838420902	3.9403379440307598	0.0	0.0	0.0	0.0
AT2G46180	6023	24091	91	4101	0.021945866861741038	0.3888888888888889	45.56666666666667	1.97863983869194	21.121225738525396	1.7825311942959002e-05	0.0	2.8594771241830068e-05	2.0910916044781653e-05
AT2G46200	6024	24095	181	4623	0.03893575600259572	0.03888888888888889	25.683333333333334	2.5526426585724504	10.7354819297791	3.305753900789603e-06	1.635923918139028e-06	0.0	0.0
AT2G46225	6025	24099	34	2238	0.014745308310991957	0.0	67.81818181818183	1.3901991583406899	3.98134407997131	0.0	0.0	nan	nan
AT2G46230	6026	24103	39	1566	0.024265644955300127	0.2631578947368421	41.21052631578947	1.2996970740871299	3.7159200191497797	7.294584500466853e-06	8.753501400560222e-06	4.0849673202614376e-05	2.8301483783805184e-05
AT2G46240	6027	24107	110	4047	0.026933531010625154	0.03636363636363636	37.12844036697248	1.2486649125451001	3.40725598335266	4.817178443704526e-06	3.1069867386154847e-06	1.5318627450980392e-05	3.0637254901960784e-05
AT2G46260	6028	24111	89	2883	0.030523759972251128	0.25842696629213485	32.76136363636363	2.17783387201528	7.433640003204349	1.7330164388987918e-05	1.1612239452919959e-05	2.2200909349246942e-05	1.4319156273619189e-05
AT2G46290	6029	24115	46	1987	0.02264720684448918	0.022222222222222223	44.15555555555556	4.35118711153666	17.77815990448	0.0	0.0	0.00026552287581699344	0.00020424836601307187
AT2G46320	6030	24119	67	2550	0.02588235294117647	0.07575757575757576	38.63636363636363	2.74967369812506	6.24539613723755	9.040501446480232e-06	6.862042460864405e-06	0.00010212418300653596	6.586811885864829e-05
AT2G46340	6031	24123	103	5322	0.019165727170236752	0.3333333333333333	52.1764705882353	1.04860160222484	4.131639957427979	1.231497500961169e-05	2.476875255681505e-06	4.145040369088812e-05	2.784176813306533e-05
AT2G46370	6032	24127	94	3009	0.03090727816550349	0.05555555555555555	32.354838709677416	3.79532027860483	13.097920131683303	6.968473663975393e-06	4.9245245895615136e-06	0.00011846405228758169	8.371691802254574e-05
AT2G46450	6034	24135	92	3823	0.023803295840962593	0.10112359550561797	42.010989010989015	2.27385540709529	12.5360102176666	1.4808006535947711e-05	3.063725490196077e-06	8.623819898329703e-05	2.7233115468409585e-05
AT2G46470	6036	24143	63	2738	0.022644265887509132	0.0967741935483871	44.16129032258064	1.9873837535751298	8.059605884551999	0.0	0.0	4.7657952069716773e-05	5.614250579544745e-05
AT2G46495	6037	24147	56	1671	0.03291442250149611	0.09090909090909091	30.381818181818183	5.80519101487266	18.5726484298706	1.1437908496732026e-05	5.660296756761037e-06	5.310457516339869e-05	4.084967320261438e-05
AT2G46500	6038	24151	78	2700	0.02851851851851852	0.24358974358974358	35.064935064935064	1.5240402211113402	3.6422220230102496	1.0385510136257894e-05	7.954695145865223e-06	3.2249742002063983e-06	6.4499484004127965e-06
AT2G46510	6039	24155	48	2101	0.02237029985721085	0.06666666666666667	44.70212765957447	1.70702930360424	5.05648808479309	0.0	0.0	4.7657952069716773e-05	5.614250579544745e-05
AT2G46520	6040	24159	114	3864	0.02924430641821946	0.22807017543859648	34.19469026548673	3.58223307020962	22.5808156490326	1.1605020796197267e-05	7.485013506664577e-06	6.206008044243338e-05	1.5473947023938076e-05
AT2G46530	6041	24163	84	3689	0.022499322309568987	0.27710843373493976	44.445783132530124	1.89478267614658	4.78194193840027	3.26797385620915e-05	0.0	0.0	0.0
AT2G46540	6042	24167	33	1061	0.030160226201696512	0.06060606060606061	33.15625	4.54516976880176	17.3718397140503	1.317731393632722e-05	9.129510898001673e-06	0.0	0.0
AT2G46550	6043	24171	51	2252	0.022202486678507993	0.29411764705882354	45.04	1.90706152915955	4.06037204265594	1.8155410312273058e-05	6.418906873516226e-06	6.5359477124183e-05	0.0
AT2G46560	6044	24175	236	10471	0.022442937637283927	0.47863247863247865	44.55744680851064	0.896708712522995	4.66577405929565	1.808100289296046e-05	4.018000642880103e-06	4.194386087768441e-06	5.272829239175186e-06
AT2G46570	6045	24179	45	2550	0.017254901960784313	0.38636363636363635	57.95454545454546	0.917035426905281	3.0480499744415295	1.0590656015492617e-05	1.247611239898832e-05	0.00013095924644367552	3.123798539023454e-05
AT2G46572	6046	24183	47	2695	0.017068645640074213	0.3695652173913043	58.586956521739125	0.933815710173279	3.0480499744415295	1.9720531890917284e-05	9.759132339243169e-06	0.00010212418300653595	3.6679011732203356e-05
AT2G46580	6047	24187	30	1382	0.020984081041968163	0.1	47.6551724137931	3.0588733037633298	7.669435882568361	0.0	0.0	0.0	0.0
AT2G46700	6048	24191	98	3887	0.024954978132235656	0.21428571428571427	40.07216494845361	1.54992458068189	4.8187159538269	6.631440454969868e-06	4.277150575236902e-06	2.626050420168067e-05	1.9932599529177556e-05
AT2G46740	6049	24195	104	2349	0.04384844614729672	0.06796116504854369	22.805825242718445	3.49350002145767	11.7409959793091	2.1275871459694987e-06	2.5531045751633985e-06	7.294584500466853e-05	4.704865632760591e-05
AT2G46750	6050	24199	118	3016	0.03879310344827586	0.05128205128205128	25.77777777777778	3.5387545672596494	12.657277965545699	9.752399458281812e-06	5.421200561832506e-06	0.0	0.0
AT2G46760	6051	24203	108	2265	0.047240618101545256	0.04716981132075472	21.168224299065418	2.80283987944325	6.29757413864136	1.0111305248171876e-05	6.521595926598841e-06	0.0	0.0
AT2G46830	6052	24207	60	3055	0.019312602291325694	0.16666666666666666	51.779661016949156	1.5230606784277099	5.13779401779175	5.31045751633987e-06	4.084967320261438e-06	6.1274509803921575e-06	1.2254901960784315e-05
AT2G46850	6053	24211	105	2280	0.0456140350877193	0.07692307692307693	21.923076923076923	3.7098930008557405	9.67219581604004	1.744621459694989e-05	3.5089066122154643e-06	9.701797385620914e-05	3.0637254901960784e-05
AT2G46860	6054	24215	39	1579	0.024065864471184292	0.0	41.55263157894737	3.9615704823942703	7.851579999923709	6.808278867102396e-06	5.237137590078767e-06	nan	nan
AT2G46900	6055	24219	78	2657	0.02898005269100489	0.22077922077922077	34.506493506493506	1.92212921511043	9.73260002136231	5.446623093681917e-06	3.851344124109735e-06	3.844675124951941e-05	1.3592979261563773e-05
AT2G46915	6056	24223	98	3811	0.02545263710312254	0.09183673469387756	39.28865979381443	1.0214623688897	3.60095806121826	1.4458030403172502e-05	6.106399489447964e-06	7.716049382716049e-05	6.35439360929557e-05
AT2G46920	6057	24227	103	3914	0.026060296371997957	0.3592233009708738	38.372549019607845	1.99520261518657	5.89310803413391	1.6711229946524065e-05	3.7136066547831253e-06	1.4352587881999646e-05	1.1040452216922806e-05
AT2G46930	6058	24231	55	2755	0.019600725952813067	0.10909090909090909	51.01851851851852	3.84863598457838	27.682219696044896	4.168334000266773e-06	5.002000800320128e-06	0.0	0.0
AT2G46960	6059	24235	68	2143	0.03126458236117592	0.06060606060606061	31.98507462686567	2.40573922395706	3.95549402236938	2.075426944971537e-05	8.765637976788207e-06	0.00016339869281045753	5.777016186164604e-05
AT2G47000	6060	24239	180	5650	0.03168141592920354	0.011235955056179775	31.56424581005587	1.7989898358738898	6.62811794281006	0.0	0.0	0.0	0.0
AT2G47070	6061	24243	91	3928	0.022912423625254582	0.18888888888888888	43.644444444444446	0.8823086286229749	3.43147597312927	1.2590652699435938e-05	8.8300954864242e-06	1.2014609765474818e-05	1.4417531718569781e-05
AT2G47090	6062	24247	72	2992	0.023729946524064172	0.2463768115942029	42.140845070422536	2.2385979177490403	17.8047199249268	0.0	0.0	3.0036524413687044e-05	1.9372976134896553e-05
AT2G47170	6063	24251	65	2154	0.029712163416898793	0.07692307692307693	33.65625	2.15843449844555	13.772673988342301	4.425381263616558e-06	3.4041394335511977e-06	0.00010212418300653596	6.586811885864829e-05
AT2G47210	6064	24255	119	4559	0.025882869050230312	0.23728813559322035	38.63559322033898	4.32816877402757	27.1926604747772	1.407044299201162e-05	6.35439360929557e-06	1.7507002801120447e-05	2.0215345559860846e-05
AT2G47220	6065	24259	81	3198	0.025015634771732333	0.19753086419753085	39.975	1.75202381722629	4.91652798652649	1.0055304172951232e-05	3.555086883793602e-06	1.659517973856209e-05	1.2765522875816992e-05
AT2G47230	6066	24263	74	3215	0.02270606531881804	0.08450704225352113	44.041095890410965	4.91164039409522	24.0144861698151	5.970336852689794e-06	4.744742606379305e-06	4.7657952069716773e-05	5.614250579544745e-05
AT2G47250	6067	24267	86	3379	0.025155371411660254	0.17647058823529413	39.75294117647059	3.0183568348487206	18.8487199783325	1.7507002801120449e-06	3.5014005602240897e-06	1.3616557734204793e-05	1.633986928104575e-05
AT2G47300	6068	24271	82	3565	0.022720897615708276	0.3125	44.01234567901234	1.9789059590209601	6.90404205322266	9.284016636957814e-06	5.988010805331662e-06	2.777777777777778e-05	2.2875816993464055e-05
AT2G47310	6069	24275	80	3611	0.021877596233730267	0.0375	45.708860759493675	1.22387944680452	5.784231948852541	1.8568033273915628e-06	2.187370355666784e-06	0.00013616557734204792	9.433827927935061e-05
AT2G47350	6070	24279	107	3702	0.02863317125877904	0.3523809523809524	34.924528301886795	1.58875895262539	5.454121875762941	3.9047481737793154e-06	3.0036524413687044e-06	3.864158275922982e-06	4.552095064495739e-06
AT2G47370	6071	24283	63	1227	0.05052974735126324	0.0	19.790322580645164	1.79341101992515	3.1172180414199797	0.0	0.0	nan	nan
AT2G47390	6072	24287	102	4291	0.02353763691447215	0.46078431372549017	42.48514851485148	0.885692751491338	3.52397999763489	2.8223410576351753e-05	5.145724324328216e-06	3.302739535530524e-05	6.0215922944266355e-06
AT2G47410	6073	24291	208	9140	0.022647702407002188	0.46116504854368934	44.15458937198068	1.2064349648356398	20.3911798477173	1.0120414532179238e-05	4.66958780120176e-06	2.6659786721706227e-05	1.1791631579637157e-05
AT2G47420	6074	24295	47	1500	0.030666666666666665	0.06521739130434782	32.608695652173914	3.74110032021999	13.8846620559692	0.0	0.0	0.0	0.0
AT2G47430	6075	24299	138	4963	0.02760427160991336	0.08759124087591241	36.22627737226277	3.76185401531996	16.1458699226379	1.1437908496732026e-06	1.3474201390907387e-06	5.106209150326797e-06	1.0212418300653594e-05
AT2G47490	6077	24307	71	2494	0.028067361668003207	0.056338028169014086	35.628571428571426	2.58296128985073	9.16512784957886	3.963027997268559e-06	3.0484830748219687e-06	0.0	0.0
AT2G47500	6078	24311	79	5126	0.015216543113538821	0.038461538461538464	65.71794871794872	3.3292673477502595	12.967236137390099	0.0	0.0	4.7657952069716773e-05	5.614250579544745e-05
AT2G47510	6079	24315	110	4140	0.026328502415458938	0.10091743119266056	37.981651376146786	1.00863208717038	5.063492107391361	2.7094171001734025e-06	2.0841670001333865e-06	0.0	0.0
AT2G47580	6080	24319	44	1689	0.02545885139135583	0.23255813953488372	39.27906976744186	2.21858179155323	4.40582008361816	1.8568033273915626e-06	3.7136066547831253e-06	2.6552287581699346e-05	2.042483660130719e-05
AT2G47600	6081	24323	83	3432	0.023892773892773892	0.14634146341463414	41.853658536585364	1.48406381704978	4.18649787902832	8.753501400560224e-07	1.7507002801120449e-06	1.1914488017429193e-05	1.4035626448861862e-05
AT2G47610	6082	24327	35	1650	0.020606060606060607	0.0	48.52941176470588	2.08503440694931	5.66943597793579	0.0	0.0	nan	nan
AT2G47620	6083	24331	63	2510	0.024701195219123506	0.14285714285714285	40.483870967741936	3.89054277745577	11.165951824188198	1.1347131445170661e-06	2.2694262890341322e-06	7.262164124909223e-05	2.5675627494064905e-05
AT2G47630	6084	24335	59	2576	0.02251552795031056	0.05172413793103448	44.41379310344828	4.2730254725768	14.354799985885599	0.0	0.0	2.0424836601307188e-05	4.0849673202614376e-05
AT2G47680	6085	24339	152	5425	0.02783410138248848	0.09868421052631579	35.9271523178808	2.3451258666677903	15.4570520401001	6.7088879347359385e-06	4.705087375977858e-06	7.21677559912854e-05	3.18755444191711e-05
AT2G47700	6086	24343	79	2280	0.034210526315789476	0.22784810126582278	29.23076923076923	1.22067215376078	5.6088978767394995	1.3728168863173684e-05	2.7611068423990548e-06	2.609840232389252e-05	1.8296699682957855e-05
AT2G47760	6087	24347	91	3547	0.025373555117000283	0.2777777777777778	39.41111111111111	1.55349971217078	6.71049194335937	2.042483660130719e-05	4.399195575666163e-06	0.0	0.0
AT2G47800	6088	24351	247	5931	0.041476985331310064	0.11382113821138211	24.109756097560975	1.79503237187862	4.25078797340393	8.244888169335012e-06	2.5964664021839624e-06	3.793183940242763e-05	2.5437085338122508e-05
AT2G47820	6089	24355	94	3550	0.02619718309859155	0.23655913978494625	38.17204301075269	1.95868207820257	5.44877014160156	1.7548099051827303e-05	2.876737549479886e-06	5.756090314913844e-05	1.531159248966749e-05
AT2G47830	6090	24359	62	3185	0.019152276295133438	0.0967741935483871	52.21311475409836	1.6530921317980802	8.48227195739746	2.5531045751633985e-06	3.007634239041827e-06	0.0	0.0
AT2G47850	6091	24363	79	3003	0.025974025974025976	0.22784810126582278	38.5	1.6130347694736	3.32565805912018	4.352834029786778e-06	3.3483338690667523e-06	3.2906681190994914e-05	2.325469945070715e-05
AT2G47900	6092	24367	60	2325	0.025376344086021504	0.13559322033898305	39.40677966101695	3.6605906305872704	18.319700050353998	1.0012174804562349e-05	6.4576587116321854e-06	3.319035947712418e-05	2.5531045751633984e-05
AT2G47935	6093	24371	25	1150	0.020869565217391306	0.20833333333333334	47.916666666666664	2.3468488007783903	4.34509401321411	1.3974888200894393e-05	1.0749914000687994e-05	0.00011437908496732027	5.660296756761038e-05
AT2G47940	6094	24375	93	4266	0.02156586966713549	0.20652173913043478	46.369565217391305	1.4353572801269299	5.125045967102049	1.678753693258125e-06	3.35750738651625e-06	4.1924664602683177e-05	1.2350710884369684e-05
AT2G47960	6095	24379	100	3684	0.02687296416938111	0.16326530612244897	37.21212121212121	1.12911795381705	4.62999000549316	4.9816674637334606e-06	3.4514004614396567e-06	3.319035947712418e-05	2.5531045751633984e-05
AT2G47980	6096	24383	147	5587	0.02613209235725792	0.3680555555555556	38.26712328767123	0.788046747972739	7.0407921314239506	1.6160310277957337e-05	6.22010632611103e-06	3.6225181896658034e-05	1.2427946954461939e-05
AT2G47990	6097	24387	94	1620	0.05740740740740741	0.0	17.419354838709676	3.3317121442910804	14.525222444534302	0.0	0.0	nan	nan
AT2G48060	6098	24391	230	11539	0.0198457405321085	0.5152838427947598	50.388646288209614	0.758684992472288	4.90022807121277	2.852116822705058e-05	3.7710323433579143e-06	1.1077877478675088e-05	1.9583105715812216e-06
AT2G48100	6101	24403	83	2781	0.029485796476087737	0.525	33.91463414634146	1.44949456407862	4.08552994728088	1.4512383900928792e-05	1.1015383950334966e-05	1.3130252100840335e-05	9.966299764588778e-06
AT2G48110	6102	24407	145	6310	0.022820919175911253	0.4722222222222222	43.81944444444444	0.806149948319564	4.07204203605652	2.7681028551771585e-05	2.216151544557136e-06	3.0937620146097654e-05	1.8466967210855677e-05
AT2G48160	6104	24415	153	7251	0.020962625844711074	0.46258503401360546	47.703947368421055	0.6873666049589712	6.8475340843200705	2.8698188136013897e-05	5.872950634773182e-06	2.8234332948865822e-05	1.2771705369010299e-05
AT3G00975	6112	24447	5	29	0.13793103448275862	1.0	7.25	1.1824748134613	1.42403962612152	nan	nan	nan	nan
AT3G01020	6113	24451	31	791	0.03792667509481669	0.16666666666666666	26.366666666666667	5.87600033850897	8.894462013244631	1.062091503267974e-05	8.169934640522877e-06	0.0	0.0
AT3G01030	6114	24455	31	1025	0.02926829268292683	0.0	34.166666666666664	4.079541322459351	7.085394096374509	0.0	0.0	nan	nan
AT3G01040	6115	24459	90	3797	0.023439557545430603	0.24719101123595505	42.662921348314605	1.23135582298972	4.27286195755005	4.877572919715149e-06	3.4489648872624503e-06	9.284016636957814e-06	1.1140819964349376e-05
AT3G01045	6116	24463	37	996	0.03614457831325301	0.7567567567567568	27.666666666666668	1.0362469203092801	1.6744380235672	0.00010212418300653594	1.3616557734204794e-05	9.48295985060691e-06	1.24649914585048e-05
AT3G01050	6117	24467	54	2792	0.018982808022922636	0.05660377358490566	52.679245283018865	2.25152603094861	6.0359999656677195	6.535947712418301e-06	4.621612948931683e-06	0.00017020697167755992	0.00010978019809774713
