chromosome	gene_start	gene_end	gene_ID	start	end	segment_no	mean_h2az	max_h2az
CHR1	1922208	1926278	AT1G06290	1925867	1925951	349	8.726154065	8.726154065
CHR1	1926652	1930397	AT1G06310	1928915	1928983	350	1.853880417	1.862578404
CHR1	1931229	1932429	AT1G06330	1931816	1932097	351	2.539070692	4.114291906
CHR1	1946746	1950860	AT1G06390	1948239	1948651	352	0.442730637	0.609379593
CHR1	1946746	1950860	AT1G06390	1949657	1950207	353	0.728931693	1.716841984
CHR1	1954674	1958866	AT1G06410	1955430	1958018	354	0.535407181	1.205545819
CHR1	1960031	1963189	AT1G06430	1960703	1961879	355	1.44703858	3.77507
CHR1	1967087	1969656	AT1G06460	1968037	1968955	356	0.781897679	1.93085804
CHR1	1969658	1974526	AT1G06470	1970653	1970719	357	0.343699294	0.364025795
CHR1	1969658	1974526	AT1G06470	1971997	1973151	358	0.297451516	0.439068401
CHR1	1978378	1989409	AT1G06490	1979925	1983647	359	1.323123223	2.330654025
CHR1	1978378	1989409	AT1G06490	1984805	1985772	360	1.942657245	2.45789597
CHR1	1978378	1989409	AT1G06490	1987079	1988229	361	2.020215176	3.986438036
CHR1	1989479	1990730	AT1G06500	1990120	1990853	362	0.748089281	1.637338018
CHR1	1989682	1990158	AT1G04473	1990120	1990853	363	0.748089281	1.637338018
CHR1	1990634	1992228	AT1G06515	1990120	1990853	364	0.748089281	1.637338018
CHR1	1992229	1993841	AT1G06510	1993097	1993241	365	0.993473156	1.391731811
CHR1	1993903	1996355	AT1G06520	1994695	1994733	366	0.578457093	0.588995397
CHR1	1993903	1996355	AT1G06520	1994832	1994917	367	0.899418269	1.125811011
CHR1	2003627	2007212	AT1G06550	2004309	2006560	368	0.688947052	2.50583806
CHR1	2007615	2012006	AT1G06560	2008809	2011777	369	0.804795146	2.742115974
CHR1	2011885	2013545	AT1G06570	2012364	2012552	370	5.571822076	7.557967997
CHR1	2013996	2016273	AT1G06580	2014641	2015386	371	0.627573946	0.919496602
CHR1	2016306	2024749	AT1G06590	2016944	2019726	372	0.351022489	0.828415817
CHR1	2016306	2024749	AT1G06590	2020572	2023904	373	0.497395107	2.185760617
CHR1	2027606	2031388	AT1G06630	2028635	2029878	374	1.777646789	9.478679168
CHR1	2031626	2034112	AT1G06640	2033122	2033205	375	2.719742664	4.072093964
CHR1	2040410	2047655	AT1G06670	2041223	2046924	376	0.531166588	1.881955981
CHR1	2047634	2049439	AT1G06680	2049115	2049179	377	3.265746951	3.322575951
CHR1	2049400	2052170	AT1G06690	2050477	2050903	378	2.165732905	3.185075974
CHR1	2052370	2055548	AT1G06700	2052855	2052925	379	2.940609342	3.15168854
CHR1	2052370	2055548	AT1G06700	2053437	2054020	380	0.877994942	1.619130218
CHR1	2055745	2060429	AT1G06710	2056463	2058789	381	0.496764272	1.314010787
CHR1	2060444	2067483	AT1G06720	2061091	2066273	382	0.521438782	2.34854362
CHR1	2067509	2070455	AT1G06730	2068540	2069968	383	1.389123648	2.828623998
CHR1	2070737	2073374	AT1G06740	2071530	2071561	384	1.817947817	1.817947817
CHR1	2070737	2073374	AT1G06740	2072059	2073095	385	1.328960394	2.312012029
CHR1	2072979	2076505	AT1G06750	2072059	2073095	386	1.328960394	2.312012029
CHR1	2072979	2076505	AT1G06750	2074750	2075441	387	3.346973646	7.302333927
CHR1	2078880	2082097	AT1G06770	2079477	2080293	388	0.711956879	1.144044989
CHR1	2083311	2087141	AT1G06780	2084875	2086219	389	0.604388484	1.558241814
CHR1	2087182	2089786	AT1G06790	2087913	2088709	390	0.609754303	1.095987201
CHR1	2092946	2096784	AT1G06820	2093539	2094569	391	0.402513368	0.906364202
CHR1	2092946	2096784	AT1G06820	2095535	2095573	392	1.342810297	1.436292994
CHR1	2097747	2103507	AT1G06840	2097800	2101923	393	0.734504372	4.693113995
CHR1	2111323	2114686	AT1G06890	2112138	2112685	394	0.453427549	0.825096202
CHR1	2111323	2114686	AT1G06890	2113527	2113655	395	0.504488743	0.673827994
CHR1	2114765	2120745	AT1G06900	2115807	2119957	396	0.623548726	3.01684804
CHR1	2120991	2123801	AT1G06910	2122185	2122929	397	0.424885882	0.678225982
CHR1	2130053	2135703	AT1G06950	2130663	2134527	398	0.499577124	1.736025405
CHR1	2135810	2137838	AT1G06960	2136486	2137419	399	1.916329848	5.502554035
CHR1	2137871	2140975	AT1G06970	2139116	2139263	400	1.204639509	1.435639596
CHR1	2152798	2155269	AT1G07010	2153469	2154642	401	2.472972628	3.655611992
CHR1	2158413	2160818	AT1G07030	2158801	2158916	402	0.334567397	0.343403795
CHR1	2160919	2163387	AT1G07040	2161431	2161789	403	0.979605693	2.551463795
CHR1	2169977	2172194	AT1G07080	2171717	2171935	404	8.972506037	11.10500402
CHR1	2178022	2184193	AT1G07110	2178691	2183345	405	0.439198788	1.624845409
CHR1	2184318	2187941	AT1G07119	2185175	2186523	406	0.668589006	1.256850171
CHR1	2184759	2186627	AT1G07120	2185175	2186523	407	0.668589006	1.256850171
CHR1	2204104	2207099	AT1G07180	2206198	2206333	408	3.84054752	4.244328022
CHR1	2208477	2212718	AT1G07200	2208492	2210734	409	1.686640552	6.287018013
CHR1	2215216	2216982	AT1G07210	2216351	2216417	410	0.64268119	0.674989188
CHR1	2216925	2219649	AT1G07220	2217448	2218067	411	1.653708393	3.855091977
CHR1	2242012	2244992	AT1G07290	2242854	2243744	412	0.461756455	1.47607199
CHR1	2247112	2248961	AT1G07310	2247337	2247481	413	0.690752155	0.714264005
CHR1	2250920	2254036	AT1G07330	2251721	2251955	414	2.616238626	3.517239976
CHR1	2257384	2260187	AT1G07350	2257771	2259262	415	0.432327648	0.907728213
CHR1	2260317	2262923	AT1G07360	2260595	2261871	416	0.587393349	1.055775803
CHR1	2264634	2269121	AT1G07380	2264956	2265724	417	0.941641713	1.731607771
CHR1	2264634	2269121	AT1G07380	2266136	2266367	418	0.448584528	0.484371793
CHR1	2264634	2269121	AT1G07380	2267709	2268069	419	0.75460889	1.211875772
CHR1	2269622	2274901	AT1G07390	2270999	2271276	420	1.44135311	1.608052015
CHR1	2269622	2274901	AT1G07390	2272549	2274303	421	1.762284677	3.804061985
CHR1	2277555	2280502	AT1G07420	2279058	2279101	422	1.082391989	1.082391989
CHR1	2287926	2289336	AT1G07450	2288185	2289089	423	2.913822441	10.74469976
CHR1	2291369	2294558	AT1G07470	2292245	2294253	424	0.718761642	2.003143632
CHR1	2293014	2293251	AT1G04577	2292245	2294253	425	0.718761642	2.003143632
CHR1	2295553	2296497	AT1G07476	2295949	2297946	426	0.86541264	3.045626152
CHR1	2296023	2299544	AT1G07480	2295949	2297946	427	0.86541264	3.045626152
CHR1	2296023	2299544	AT1G07480	2298502	2298692	428	0.808424807	0.808424807
CHR1	2297262	2297552	AT1G04587	2295949	2297946	429	0.86541264	3.045626152
CHR1	2304435	2312399	AT1G07510	2306393	2309303	430	0.437073913	0.930719805
CHR1	2304435	2312399	AT1G07510	2309951	2310465	431	3.532532425	5.089136028
CHR1	2309534	2312385	AT1G07520	2309951	2310465	432	3.532532425	5.089136028
CHR1	2313581	2316507	AT1G07530	2313991	2315257	433	1.176027969	3.023534012
CHR1	2322543	2326570	AT1G07550	2324289	2324310	434	1.124289596	1.151807594
CHR1	2327315	2331148	AT1G07560	2330735	2331063	435	0.779260385	1.136000633
CHR1	2331136	2333767	AT1G07570	2331619	2331787	436	0.676957697	0.964138401
CHR1	2336477	2339391	AT1G07590	2336839	2337477	437	1.14140857	1.822344017
CHR1	2342198	2344314	AT1G07615	2342378	2343138	438	1.997912069	4.313484049
CHR1	2344390	2346889	AT1G07620	2345477	2345505	439	2.312398982	2.462589979
CHR1	2348915	2351799	AT1G07630	2350605	2350843	440	1.198566475	1.523137009
CHR1	2359111	2366736	AT1G07650	2359551	2359653	441	0.584265864	0.792078596
CHR1	2359111	2366736	AT1G07650	2359935	2362208	442	0.531678516	0.955618203
CHR1	2359111	2366736	AT1G07650	2362639	2362777	443	0.964457056	1.124070406
CHR1	2359111	2366736	AT1G07650	2362911	2362959	444	1.064922109	1.201609612
CHR1	2359111	2366736	AT1G07650	2363565	2363626	445	0.585686699	0.617000598
CHR1	2370020	2374607	AT1G07670	2370273	2373514	446	0.526656646	1.973275203
CHR1	2379595	2381390	AT1G07700	2380637	2380661	447	1.490146983	1.51624198
CHR1	2381555	2386157	AT1G07705	2382211	2386157	448	0.45383193	1.897924209
CHR1	2386164	2388350	AT1G07710	2386164	2387934	449	0.850595751	3.519829965
CHR1	2394801	2397272	AT1G07725	2396861	2396891	450	0.960588777	0.960588777
CHR1	2394985	2397399	AT1G07728	2396861	2396891	451	0.960588777	0.960588777
CHR1	2397442	2400508	AT1G07740	2397598	2399390	452	0.614009135	1.193005991
CHR1	2397527	2398696	AT1G07730	2397598	2399390	453	0.614009135	1.193005991
CHR1	2400589	2402942	AT1G07745	2400973	2401591	454	3.272592891	8.586674023
CHR1	2409865	2412777	AT1G07780	2409890	2411371	455	3.09455364	4.053414011
CHR1	2416178	2420829	AT1G07810	2417362	2420415	456	0.733477858	2.398994017
CHR1	2422126	2423803	AT1G07830	2423314	2423345	457	2.001026034	2.001026034
CHR1	2424045	2426728	AT1G07840	2424956	2425591	458	0.383379077	0.743066394
CHR1	2428773	2432091	AT1G07870	2430302	2430719	459	1.341070133	1.774456763
CHR1	2433896	2435858	AT1G07880	2434975	2435273	460	3.236433472	3.717082024
CHR1	2445437	2454645	AT1G07910	2446880	2446963	461	2.440554959	2.822894025
CHR1	2445437	2454645	AT1G07910	2447746	2450055	462	0.3164952	0.461010593
CHR1	2445437	2454645	AT1G07910	2451027	2454341	463	0.331375296	0.904839373
CHR1	2454771	2457321	AT1G07920	2455902	2456721	464	1.470270383	1.470270383
CHR1	2458184	2460817	AT1G07930	2459237	2460437	465	1.849710547	4.671408057
CHR1	2467145	2469316	AT1G07960	2467831	2467945	466	0.692717466	0.942897803
CHR1	2467145	2469316	AT1G07960	2469306	2471751	467	0.954349568	2.434263968
CHR1	2469218	2472806	AT1G07970	2469306	2471751	468	0.954349568	2.434263968
CHR1	2473165	2475128	AT1G07980	2473727	2473923	469	0.838765466	1.054234779
CHR1	2476953	2483196	AT1G07990	2478147	2482779	470	0.452470853	2.47512598
CHR1	2483240	2485726	AT1G08000	2483621	2483945	471	2.442227739	5.357753253
CHR1	2485848	2488085	AT1G08010	2486197	2486753	472	0.251661634	0.483431411
CHR1	2489409	2493327	AT1G08030	2489935	2489993	473	1.278650534	1.524688244
CHR1	2489409	2493327	AT1G08030	2491261	2492368	474	0.604044871	1.064674616
CHR1	2495309	2498764	AT1G08040	2495045	2497383	475	0.654969847	2.204187441
CHR1	2501704	2511084	AT1G08060	2502081	2510317	476	0.600278394	3.99734199
CHR1	2514150	2516620	AT1G08070	2514747	2515703	477	1.022962472	1.449720049
CHR1	2524023	2526322	AT1G08090	2525553	2525596	478	1.047494006	1.047494006
CHR1	2527170	2529120	AT1G08100	2527781	2527805	479	1.068057096	1.068729198
CHR1	2535251	2537932	AT1G08110	2536189	2537841	480	0.946712472	2.974823976
CHR1	2539614	2542362	AT1G08125	2539997	2541049	481	0.798573953	2.491694367
CHR1	2542663	2547946	AT1G08130	2542901	2546829	482	0.571430849	1.8080796
CHR1	2548496	2551544	AT1G08135	2550561	2550609	483	3.560830021	3.983568025
CHR1	2551935	2555229	AT1G08140	2554305	2554411	484	6.39840668	8.546604013
CHR1	2567420	2573448	AT1G08190	2568632	2570164	485	0.30510438	0.687167394
CHR1	2567420	2573448	AT1G08190	2570883	2572125	486	0.284859507	0.399635792
CHR1	2567420	2573448	AT1G08190	2572685	2572909	487	0.413693964	0.513678387
CHR1	2573818	2576844	AT1G08200	2574857	2575346	488	1.126082553	1.764363635
CHR1	2576984	2580754	AT1G08210	2577371	2577390	489	2.722490048	2.722490048
CHR1	2576984	2580754	AT1G08210	2578088	2579125	490	0.524576387	0.911874008
CHR1	2581022	2583390	AT1G08220	2582043	2582539	491	0.619301976	0.686845595
CHR1	2588854	2606892	AT1G08260	2591637	2602499	492	0.480695699	1.553769612
CHR1	2588854	2606892	AT1G08260	2603263	2605489	493	0.632539252	0.932460207
CHR1	2607877	2609971	AT1G08280	2609021	2609475	494	1.857264061	2.284806013
CHR1	2614774	2618823	AT1G08300	2615847	2616229	495	2.424423793	2.948583961
CHR1	2614774	2618823	AT1G08300	2617181	2618119	496	2.97013559	4.130989981
CHR1	2618647	2620452	AT1G08310	2619494	2620167	497	1.732051148	2.588617969
CHR1	2630891	2632871	AT1G08340	2631563	2634666	498	1.653457549	9.832434082
CHR1	2632810	2635866	AT1G08350	2631563	2634666	499	1.653457549	9.832434082
CHR1	2638037	2640663	AT1G08370	2639173	2640355	500	0.23919983	0.423854002
CHR1	2643019	2646048	AT1G08400	2643900	2645159	501	0.562495234	1.296050227
CHR1	2646144	2649440	AT1G08410	2647411	2648845	502	0.491485615	1.221896011
CHR1	2649459	2657120	AT1G08420	2651134	2656727	503	0.386767936	1.381788003
CHR1	2667798	2671957	AT1G08450	2668228	2670899	504	0.372785022	0.574089408
CHR1	2685659	2688658	AT1G08490	2685649	2687850	505	0.749286906	2.668642044
CHR1	2691062	2694547	AT1G08510	2691669	2692857	506	0.738491975	1.826647806
CHR1	2696381	2701022	AT1G08520	2698240	2698745	507	0.36381554	0.507368392
CHR1	2696381	2701022	AT1G08520	2700007	2700463	508	1.314120008	1.870680022
CHR1	2703295	2706860	AT1G08540	2704094	2706370	509	0.88807269	2.30244596
CHR1	2706868	2709988	AT1G08550	2707685	2709269	510	0.699428825	1.830125618
CHR1	2718538	2722280	AT1G08590	2719331	2720811	511	2.251726189	7.461912155
CHR1	2718616	2721910	AT1G08592	2719331	2720811	512	2.251726189	7.461912155
CHR1	2723677	2733613	AT1G08600	2725059	2733383	513	0.264432339	0.913190407
CHR1	2733596	2735819	AT1G08610	2733814	2735274	514	2.740352818	7.088463974
CHR1	2736656	2743881	AT1G08620	2737742	2739280	515	0.48299769	0.9246306
CHR1	2736656	2743881	AT1G08620	2739987	2742899	516	0.600138863	2.031928217
CHR1	2743761	2747967	AT1G08630	2744985	2745105	517	9.459757912	10.92513189
CHR1	2748361	2751620	AT1G08640	2748615	2750312	518	0.463211407	0.804107392
CHR1	2756904	2759889	AT1G08660	2757873	2757930	519	0.657592392	0.657592392
CHR1	2756904	2759889	AT1G08660	2758355	2758919	520	0.546030948	0.730749208
CHR1	2762584	2768967	AT1G08680	2763682	2768344	521	0.405435644	1.530904806
CHR1	2773941	2779308	AT1G08720	2774873	2778433	522	0.317009858	0.883906996
CHR1	2779438	2788477	AT1G08730	2780710	2782187	523	3.146338867	4.262385988
CHR1	2779438	2788477	AT1G08730	2782852	2783593	524	4.419058417	9.724122047
CHR1	2801042	2804711	AT1G08750	2802415	2804243	525	0.365138996	0.631249997
CHR1	2805044	2808623	AT1G08760	2805978	2808343	526	1.324885971	5.685974026
CHR1	2809778	2811313	AT1G08780	2810062	2810103	527	1.385044587	1.457240582
CHR1	2812818	2818071	AT1G08800	2814008	2814483	528	0.281777439	0.375011596
CHR1	2812818	2818071	AT1G08800	2815591	2816113	529	0.181049213	0.552218586
CHR1	2812818	2818071	AT1G08800	2816898	2816995	530	1.148177212	1.148177212
CHR1	2821354	2825481	AT1G08820	2821766	2823613	531	1.364257704	8.467354083
CHR1	2827060	2829315	AT1G08830	2828723	2828973	532	1.144616494	1.536951995
CHR1	2829105	2838855	AT1G08840	2829769	2837845	533	1.185917706	4.491943955
CHR1	2838789	2841134	AT1G08845	2839927	2840191	534	0.677869503	0.739567012
CHR1	2838789	2841134	AT1G08845	2840667	2840805	535	4.36437999	4.871057987
CHR1	2841969	2846350	AT1G08860	2844171	2846107	536	3.353375918	15.41687808
CHR1	2856162	2861170	AT1G08910	2857632	2860766	537	0.800881396	4.198938406
CHR1	2867203	2870745	AT1G08920	2868853	2868970	538	0.746812534	0.865482807
CHR1	2879506	2882234	AT1G08960	2881366	2881826	539	0.621392755	1.099901581
CHR1	2882491	2884342	AT1G08970	2883317	2884021	540	0.647728824	1.231770015
CHR1	2884351	2886621	AT1G08980	2885253	2885464	541	1.531717324	1.95096761
CHR1	2884351	2886621	AT1G08980	2885927	2885955	542	6.252470016	7.464895916
CHR1	2891019	2895182	AT1G09000	2894155	2894356	543	1.859453762	2.364605737
CHR1	2895166	2899446	AT1G09010	2895807	2898203	544	0.721725346	3.535865998
CHR1	2899776	2904862	AT1G09020	2900405	2903576	545	0.340147521	0.90443362
CHR1	2911250	2915406	AT1G09040	2912875	2914214	546	0.554395479	0.765451992
CHR1	2911250	2915406	AT1G09040	2914881	2915187	547	1.230508365	1.722761989
CHR1	2916968	2921111	AT1G09050	2918056	2920923	548	0.689739403	2.693921864
CHR1	2921064	2925826	AT1G09060	2921823	2925267	549	0.648300347	1.840566039
CHR1	2929217	2931850	AT1G09080	2930039	2930179	550	1.90739741	2.296264029
CHR1	2929217	2931850	AT1G09080	2930470	2930865	551	5.265324982	9.423761749
CHR1	2932739	2936586	AT1G09090	2934049	2934141	552	3.414299377	4.37484405
CHR1	2932739	2936586	AT1G09090	2936162	2937970	553	0.630335083	1.509425998
CHR1	2936528	2939363	AT1G09100	2936162	2937970	554	0.630335083	1.509425998
CHR1	2939568	2942345	AT1G09130	2939965	2940963	555	1.037129296	2.790920019
CHR1	2942538	2945976	AT1G09140	2943011	2945141	556	0.30698216	0.811552793
CHR1	2946030	2949159	AT1G09150	2947419	2948869	557	0.990723212	1.93959341
CHR1	2952597	2955745	AT1G09160	2953317	2954606	558	0.581491001	1.261468822
CHR1	2956261	2962546	AT1G09170	2960973	2961031	559	1.473081017	1.536143017
CHR1	2956261	2962546	AT1G09170	2961899	2962007	560	3.414210474	4.164929914
CHR1	2966120	2967733	AT1G09190	2966120	2966949	561	0.912626902	1.379237401
CHR1	2967940	2971568	AT1G09195	2968157	2969225	562	2.037687788	10.84642172
CHR1	2967940	2971568	AT1G09195	2969787	2970661	563	0.796361698	1.435936022
CHR1	2977792	2979466	AT1G09220	2977981	2978495	564	1.376844551	1.526416016
CHR1	2979511	2982713	AT1G09230	2979837	2981869	565	0.69492049	1.864921999
CHR1	2994331	2998222	AT1G09270	2995271	2997685	566	0.734254942	1.574403775
CHR1	2998100	3001362	AT1G09280	2998352	3000241	567	0.738965641	2.090758014
CHR1	3001439	3003762	AT1G09290	3001847	3002801	568	0.644081518	1.860690999
CHR1	3003495	3008381	AT1G09300	3004703	3007735	569	0.43949983	0.981170619
CHR1	3008910	3009898	AT1G09310	3009543	3011097	570	0.364540372	0.741527212
CHR1	3009890	3012407	AT1G09320	3009543	3011097	571	0.364540372	0.741527212
CHR1	3012739	3015255	AT1G09330	3013713	3013770	572	0.218700394	0.218700394
CHR1	3012739	3015255	AT1G09330	3014211	3014259	573	0.561093992	0.582839793
CHR1	3031046	3033582	AT1G09390	3032368	3032420	574	2.830578065	3.167638063
CHR1	3035400	3037687	AT1G09410	3035531	3035932	575	2.416451756	3.559877968
CHR1	3035400	3037687	AT1G09410	3036628	3037388	576	1.50505363	2.686868048
CHR1	3038462	3041873	AT1G09420	3040353	3040723	577	1.887276256	2.264874005
CHR1	3041996	3045541	AT1G09430	3042555	3044705	578	0.901705966	5.055462027
CHR1	3041996	3045541	AT1G09430	3045405	3046102	579	1.234871215	1.560448027
CHR1	3045259	3048006	AT1G09440	3045405	3046102	580	1.234871215	1.560448027
CHR1	3048966	3053163	AT1G09450	3049873	3051845	581	2.056209272	8.341544247
CHR1	3053698	3055360	AT1G09460	3054723	3055741	582	3.670810882	7.602273989
CHR1	3055231	3057543	AT1G09470	3054723	3055741	583	3.670810882	7.602273989
CHR1	3075768	3079654	AT1G09530	3077737	3078639	584	2.987454108	4.203645992
CHR1	3089576	3092327	AT1G09550	3091359	3091425	585	1.581233919	1.694312418
CHR1	3095160	3100819	AT1G09570	3095815	3096813	586	0.773197896	1.85100162
CHR1	3095160	3100819	AT1G09570	3097689	3099185	587	2.386378324	4.644898033
CHR1	3104492	3106366	AT1G09580	3105759	3105907	588	1.626356193	2.322451997
CHR1	3107896	3111552	AT1G09600	3109533	3110207	589	2.468907064	3.084383965
CHR1	3107896	3111552	AT1G09600	3111183	3111282	590	2.168805989	2.446723962
CHR1	3111694	3112873	AT1G09610	3112005	3112305	591	2.623585839	3.970408058
CHR1	3111746	3112619	AT1G04707	3112005	3112305	592	2.623585839	3.970408058
CHR1	3112778	3116699	AT1G09620	3113187	3115714	593	0.946932203	3.312317991
CHR1	3118155	3119815	AT1G09630	3118497	3118509	594	1.878836966	2.018009973
CHR1	3119739	3122542	AT1G09640	3121167	3121211	595	0.280210105	0.285180604
CHR1	3127762	3131094	AT1G09660	3128715	3129618	596	0.492377897	1.047277802
CHR1	3133885	3135976	AT1G09680	3134157	3134880	597	0.92740342	1.116915417
CHR1	3137649	3140353	AT1G09700	3138585	3138882	598	0.726639009	0.780694413
CHR1	3137649	3140353	AT1G09700	3139347	3139449	599	1.0730082	1.197881603
CHR1	3140862	3144381	AT1G09710	3142041	3143835	600	3.21486689	11.21530194
CHR1	3144438	3147303	AT1G09720	3146711	3146955	601	3.23203365	3.347267962
CHR1	3147637	3154404	AT1G09730	3148259	3153526	602	0.330860912	1.521626192
CHR1	3159125	3161692	AT1G09760	3159932	3160193	603	0.430956028	0.525157595
CHR1	3159125	3161692	AT1G09760	3160997	3161087	604	0.601087592	0.863280195
CHR1	3161832	3165616	AT1G09770	3162665	3165083	605	0.734251509	2.252863979
