segment_no	gene_ID	chromosome	gene_start	gene_end	start	end	mean_h2az	max_h2az
370	AT1G09190	1	2966120	2967733	2966252	2966950	0.788743509	1.758990049
371	AT1G09195	1	2967940	2971568	2968552	2970750	0.599195544	1.983219981
372	AT1G09210	1	2972638	2977002	2973747	2974976	0.722562273	2.348550081
373	AT1G09230	1	2979511	2982713	2979884	2981920	0.698293356	2.435529947
374	AT1G09270	1	2994331	2998222	2995102	2998100	0.722902631	3.914239883
375	AT1G09280	1	2998100	3001362	2998402	3000600	0.70758014	3.131390095
376	AT1G09290	1	3001439	3003762	3001902	3002968	0.55891209	1.118350029
377	AT1G09300	1	3003495	3008381	3004621	3008109	0.529312139	2.087599993
378	AT1G09310	1	3008910	3009898	3009345	3009680	0.369608756	0.724860013
379	AT1G09320	1	3009890	3012407	3009901	3011300	0.407508826	0.890298009
380	AT1G09330	1	3012739	3015255	3012989	3014243	0.552561727	2.087599993
381	AT1G09420	1	3038462	3041873	3039952	3040200	1.122374594	1.356940031
382	AT1G09430	1	3041996	3045541	3042802	3045267	0.543548078	2.087599993
383	AT1G09440	1	3045259	3048006	3045266	3045850	0.966981408	1.872699976
384	AT1G09460	1	3053698	3055360	3054302	3054450	1.023203333	1.035380006
385	AT1G09610	1	3111694	3112873	3112452	3112779	0.485180144	1.210809946
386	AT1G09620	1	3112778	3116699	3112778	3116034	0.885159918	4.175189972
387	AT1G09640	1	3119739	3122542	3120702	3121750	0.47502092	1.500460029
388	AT1G09660	1	3127762	3131094	3128502	3129741	0.477592832	1.739660025
389	AT1G09680	1	3133885	3135976	3134117	3134709	0.933877622	1.293400049
390	AT1G09700	1	3137649	3140353	3138452	3139424	0.842184748	1.739660025
391	AT1G09730	1	3147637	3154404	3147987	3153675	0.382154973	2.609489918
392	AT1G09760	1	3159125	3161692	3159328	3161009	0.367633821	0.782848001
393	AT1G09770	1	3161832	3165616	3162702	3165368	0.655659592	3.392339945
394	AT1G09780	1	3165370	3167924	3165752	3166370	0.450863616	0.996352017
395	AT1G09795	1	3173534	3176910	3174852	3176557	1.044782685	3.131390095
396	AT1G09810	1	3180926	3184224	3181352	3182758	0.780775482	3.44453001
397	AT1G09820	1	3190254	3192488	3190491	3191572	0.530479819	0.862267971
398	AT1G09830	1	3192568	3195044	3192814	3194171	0.466712104	1.148180008
399	AT1G09840	1	3195719	3200403	3196103	3199393	0.48007398	1.316089988
400	AT1G09850	1	3201685	3204150	3203106	3204000	0.567607221	1.369979978
401	AT1G09860	1	3204016	3205411	3204177	3204750	0.757765328	1.196020007
402	AT1G09870	1	3205579	3208714	3206502	3208660	0.574536634	2.348550081
403	AT1G09880	1	3208712	3213468	3208760	3209150	1.004655749	1.565700054
404	AT1G09900	1	3218133	3219929	3218702	3219806	0.594723694	1.491140008
405	AT1G09910	1	3220035	3224541	3220173	3223650	0.776867815	6.262790203
406	AT1G09920	1	3224684	3227083	3224914	3226102	0.566086636	1.565700054
407	AT1G09980	1	3256189	3261741	3257102	3260332	0.550632201	1.913630009
408	AT1G10030	1	3273753	3275953	3274802	3275952	0.899165959	1.783149958
409	AT1G10040	1	3275891	3278779	3275899	3277678	0.644588648	2.087599993
410	AT1G10050	1	3278792	3283631	3279808	3283277	0.556928464	1.826650023
411	AT1G10090	1	3290311	3296198	3290579	3294950	0.495343182	1.565700054
412	AT1G10095	1	3296516	3300516	3297902	3299539	0.656603731	1.739660025
413	AT1G10120	1	3304039	3306956	3304366	3304960	1.004398552	2.348550081
414	AT1G10130	1	3310930	3322269	3311721	3321841	0.32978632	2.087599993
415	AT1G10150	1	3325799	3327614	3326893	3327370	0.840609908	1.304749966
416	AT1G10155	1	3325825	3328448	3326893	3327370	0.840609908	1.304749966
417	AT1G10170	1	3333504	3338188	3334152	3337473	1.060893971	5.610410213
418	AT1G10180	1	3338185	3341628	3338852	3340650	0.691110806	2.087599993
419	AT1G10240	1	3356627	3359853	3357302	3358800	1.071047806	3.827260017
420	AT1G10270	1	3363432	3366493	3364695	3366171	0.363219	1.278650045
421	AT1G10290	1	3370402	3377463	3371346	3377146	0.566801365	3.653290033
422	AT1G10310	1	3381447	3384003	3382002	3383250	0.619325637	1.304749966
423	AT1G10320	1	3384118	3388376	3385052	3387550	0.430073301	0.956815004
424	AT1G10390	1	3406956	3412874	3407288	3412027	0.348641361	1.322139978
425	AT1G10410	1	3416430	3419691	3416920	3418458	0.652120068	3.914239883
426	AT1G10417	1	3424186	3427531	3425702	3426050	1.022141721	1.513509989
427	AT1G10430	1	3428478	3430924	3428936	3429400	0.589459296	1.043799996
428	AT1G10450	1	3431764	3438370	3432652	3437850	0.382545604	2.087599993
429	AT1G10490	1	3453191	3460620	3453902	3460519	0.598765432	3.205950022
430	AT1G10500	1	3460000	3461485	3460168	3460776	0.70566307	1.391729951
431	AT1G10510	1	3461635	3465786	3462488	3465486	0.365464386	1.304749966
432	AT1G10520	1	3465926	3469455	3467152	3468400	0.775683084	2.870440006
433	AT1G10570	1	3487386	3491277	3488652	3491037	0.570208143	1.565700054
434	AT1G10580	1	3491258	3493834	3491541	3492602	0.752296996	2.087599993
435	AT1G10620	1	3509001	3512321	3511752	3512153	0.958058662	1.379299998
436	AT1G10630	1	3512739	3514824	3513133	3514084	0.704842003	1.257300019
437	AT1G10650	1	3523986	3526531	3524349	3524850	0.830179366	1.109040022
438	AT1G10660	1	3532229	3535137	3533802	3534150	0.670325994	1.148180008
439	AT1G10700	1	3554104	3556544	3554952	3556000	0.994084192	3.914239883
440	AT1G10720	1	3562841	3564850	3564136	3564488	0.594734997	1.217759967
441	AT1G10730	1	3565257	3568106	3566480	3567685	0.659522114	2.609489918
442	AT1G10740	1	3567905	3571053	3568465	3569600	0.978907094	2.185450077
443	AT1G10780	1	3592680	3595220	3593352	3593900	0.801757181	1.652680039
444	AT1G10810	1	3599083	3600877	3599702	3600822	1.177652084	7.306580067
445	AT1G10820	1	3600910	3605076	3600949	3603589	0.433361715	1.652680039
446	AT1G10840	1	3607631	3610616	3608097	3609252	0.339512193	1.304749966
447	AT1G10850	1	3611490	3614613	3614152	3614566	0.515940991	1.217759967
448	AT1G10865	1	3614513	3616308	3614565	3615486	0.583872997	1.217759967
449	AT1G10870	1	3616610	3623806	3616843	3622829	0.42298096	1.739660025
450	AT1G10890	1	3627646	3630808	3628302	3630442	0.315583899	0.835038006
451	AT1G10900	1	3632132	3637250	3632461	3636075	0.560674234	1.983219981
452	AT1G10910	1	3639835	3644187	3640652	3643946	0.43996544	1.391729951
453	AT1G10920	1	3644180	3647784	3645152	3645350	1.134437755	1.369979978
454	AT1G10930	1	3647876	3655685	3649152	3654200	0.916831046	3.479330063
455	AT1G10940	1	3655673	3658612	3656076	3657768	0.431339715	1.261260033
456	AT1G10950	1	3659204	3664264	3659787	3663401	0.48214087	1.696169972
457	AT1G11020	1	3676691	3678567	3677902	3678318	0.972605222	1.461320043
458	AT1G11050	1	3681679	3684169	3682952	3683752	0.546384767	1.356940031
459	AT1G11060	1	3684568	3689892	3685587	3689654	0.445587467	1.461320043
460	AT1G11070	1	3690012	3694200	3691502	3691900	0.940145738	1.336699963
461	AT1G11100	1	3703672	3709586	3703927	3708448	0.547023473	3.131390095
462	AT1G11130	1	3722708	3727450	3724902	3725200	0.670420175	1.327110052
463	AT1G11160	1	3733044	3739844	3734852	3739200	1.139632069	6.349770069
464	AT1G11200	1	3753213	3755658	3753924	3755370	1.03224384	6.610720158
465	AT1G11240	1	3766754	3769799	3766872	3767600	0.866951203	2.157180071
466	AT1G11260	1	3777236	3780823	3779886	3779951	0.629428998	0.80697
467	AT1G11270	1	3780386	3787099	3781480	3785800	0.982164343	1.138689995
468	AT1G11280	1	3787318	3790935	3787902	3789450	0.95072697	2.739969969
469	AT1G11303	1	3797667	3800851	3800452	3800752	1.135664429	1.565700054
470	AT1G11310	1	3800500	3804233	3800500	3802971	0.798936365	3.653290033
471	AT1G11330	1	3809795	3813809	3811652	3812350	1.195302423	2.783459902
472	AT1G11340	1	3813907	3817420	3816552	3817094	1.094393633	1.913630009
473	AT1G11350	1	3817424	3820887	3818002	3820601	0.576503791	3.131390095
474	AT1G11380	1	3832563	3834462	3833817	3834275	0.416125195	0.637875974
475	AT1G11390	1	3834432	3837676	3834539	3836600	0.823884245	4.697090149
476	AT1G11400	1	3837694	3841218	3838625	3841181	0.544707487	1.565700054
477	AT1G11410	1	3840877	3844479	3841158	3843950	0.914749597	3.914239883
478	AT1G11420	1	3844461	3846956	3844482	3845200	1.084057872	1.826650023
479	AT1G11430	1	3847220	3849224	3848222	3848650	0.686063002	1.565700054
480	AT1G11475	1	3862399	3864074	3863627	3863743	0.422489663	0.521898985
481	AT1G11480	1	3864043	3867000	3864240	3866050	0.779976776	2.087599993
482	AT1G11591	1	3895130	3896019	3895324	3895741	0.668872327	1.217759967
483	AT1G11630	1	3912754	3914465	3912897	3913514	0.795893424	1.281020045
484	AT1G11650	1	3914774	3918243	3915611	3917946	0.596905604	3.392339945
485	AT1G11660	1	3920478	3924566	3921452	3924050	0.541473153	2.957429886
486	AT1G11680	1	3938422	3940871	3939689	3940481	0.707091991	3.522819996
487	AT1G11710	1	3948714	3951359	3949652	3950450	1.064428128	1.633769989
488	AT1G11720	1	3951366	3957044	3952397	3956794	0.547635707	1.826650023
489	AT1G11750	1	3967476	3969877	3968602	3969859	0.597699303	2.087599993
490	AT1G11755	1	3969681	3971911	3969744	3971150	0.780527136	2.087599993
491	AT1G11760	1	3971986	3973294	3972402	3972658	0.381394168	0.835038006
492	AT1G11770	1	3975607	3977379	3977002	3977285	0.940143332	1.565700054
493	AT1G11780	1	3976839	3979237	3977002	3978100	0.617128593	1.565700054
494	AT1G11820	1	3991027	3993707	3991222	3992400	0.700680916	2.087599993
495	AT1G11840	1	3995158	3997965	3996102	3997400	0.708147763	1.670079947
496	AT1G11850	1	3999157	4000024	3999440	3999510	0.814454993	0.853052974
497	AT1G11860	1	4001113	4003748	4002321	4003000	1.107076632	2.511640072
498	AT1G11870	1	4003757	4007015	4004646	4006434	0.69105011	2.652990103
499	AT1G11880	1	4007705	4010461	4007852	4009600	0.597339945	2.000610113
500	AT1G11890	1	4010757	4013104	4011568	4012779	0.435316399	1.043799996
501	AT1G11905	1	4014782	4016544	4015899	4016000	0.615343004	0.750230014
502	AT1G11910	1	4016712	4021043	4017302	4020050	0.75228483	2.505110025
503	AT1G11930	1	4028595	4030656	4029752	4030277	0.818333274	1.491140008
504	AT1G11940	1	4031534	4034155	4032052	4032935	0.654511275	1.217759967
505	AT1G11950	1	4034479	4039065	4034969	4037950	0.58914834	2.805210114
506	AT1G11960	1	4039566	4044046	4040402	4042719	0.444733392	1.491140008
507	AT1G12000	1	4049896	4053871	4050402	4053050	0.443586638	1.043799996
508	AT1G12050	1	4072741	4076207	4073602	4075200	0.985418874	3.261869907
509	AT1G12140	1	4121285	4124595	4123352	4124250	1.075520045	1.640249968
510	AT1G12160	1	4125990	4128310	4127352	4127750	0.812837753	1.461320043
511	AT1G12210	1	4140216	4143916	4141432	4142900	1.102458395	2.548089981
512	AT1G12211	1	4140875	4144114	4141432	4142900	1.102458395	2.548089981
513	AT1G12220	1	4144257	4147939	4145852	4147214	0.801688355	2.783459902
514	AT1G12230	1	4147962	4151056	4148923	4150400	0.849650165	4.697090149
515	AT1G12240	1	4153641	4157653	4156055	4156872	1.048673595	2.087599993
516	AT1G12260	1	4162826	4165928	4163502	4163650	1.077083329	1.313959956
517	AT1G12270	1	4172035	4174730	4173246	4174597	0.377336229	1.252560019
518	AT1G12280	1	4174875	4178021	4174879	4177330	0.798042476	5.479939938
519	AT1G12290	1	4177917	4182593	4178163	4180850	0.489173937	2.479020119
520	AT1G12300	1	4183010	4186247	4183852	4185500	0.491502604	1.043799996
521	AT1G12350	1	4198337	4200849	4199459	4200250	0.458934252	1.565700054
522	AT1G12360	1	4200864	4206486	4201829	4206427	0.54809535	4.523119926
523	AT1G12390	1	4220044	4221803	4220981	4221100	0.394323667	0.417519003
524	AT1G12410	1	4223030	4225254	4223952	4224300	0.540715567	0.730657995
525	AT1G12430	1	4233717	4238795	4234421	4237900	0.769805732	9.916080475
526	AT1G12470	1	4250945	4257392	4251652	4257391	0.496741801	4.43614006
527	AT1G12480	1	4257268	4259300	4257390	4258050	0.383445713	0.722629011
528	AT1G12520	1	4267074	4268982	4267390	4267925	0.519859498	1.913630009
529	AT1G12530	1	4268986	4270907	4269302	4269889	0.922314843	1.84671998
530	AT1G12580	1	4282794	4285876	4283652	4285400	0.983209031	3.653290033
531	AT1G12620	1	4294552	4297178	4294554	4296150	0.649336244	2.870440006
532	AT1G12640	1	4303280	4305907	4303684	4304973	0.669451108	1.652680039
533	AT1G12650	1	4305791	4308007	4306770	4307660	0.570675783	1.333739996
534	AT1G12680	1	4319877	4323265	4320852	4322191	0.489097996	0.82634002
535	AT1G12730	1	4334499	4337957	4335481	4337100	0.746117029	1.435220003
536	AT1G12750	1	4344943	4348390	4345802	4346050	1.025760198	1.153669953
537	AT1G12760	1	4348498	4350993	4349693	4350449	0.378057119	0.574088991
538	AT1G12770	1	4351019	4353797	4351677	4353421	0.900532969	3.504179955
539	AT1G12775	1	4353842	4355929	4354702	4355824	0.726762913	1.739660025
540	AT1G12780	1	4355926	4358894	4355999	4356600	0.483769457	0.869831026
541	AT1G12790	1	4358895	4361371	4359537	4360449	0.835030891	1.412199974
542	AT1G12800	1	4361551	4365414	4362052	4364553	0.587416336	2.348550081
543	AT1G12820	1	4368760	4371298	4369004	4369850	0.303966653	0.869831026
544	AT1G12840	1	4374205	4378514	4376387	4378137	0.410707813	1.304749966
545	AT1G12850	1	4379694	4381764	4379871	4380585	1.076754893	4.349160194
546	AT1G12920	1	4396348	4398193	4396752	4397200	0.859560549	1.774459958
547	AT1G12930	1	4398322	4405669	4398752	4404651	0.400426067	1.891880035
548	AT1G12970	1	4423540	4425936	4424805	4425100	0.895927171	1.043799996
549	AT1G12990	1	4433605	4436102	4435452	4436008	1.020668246	2.087599993
550	AT1G13000	1	4436101	4439639	4436195	4438684	0.75041865	3.522819996
551	AT1G13020	1	4440404	4443954	4440948	4442300	0.33100471	0.811842978
552	AT1G13030	1	4444043	4447412	4444852	4446500	0.583201002	1.275750041
553	AT1G13040	1	4447549	4450001	4448202	4449945	0.476891823	0.782848001
554	AT1G13050	1	4449713	4451742	4449730	4451150	0.420686997	0.794193983
555	AT1G13060	1	4452190	4454900	4452952	4454789	0.390187623	1.252560019
556	AT1G13120	1	4469144	4473319	4470002	4472309	0.457104978	1.528419971
557	AT1G13150	1	4481875	4483751	4482060	4483569	0.558660226	1.478710055
558	AT1G13160	1	4484584	4488577	4485360	4488538	0.452423855	1.802919984
559	AT1G13170	1	4488533	4492667	4488537	4491250	0.514719689	1.957119942
560	AT1G13180	1	4494924	4498469	4495802	4498183	0.661553101	3.44453001
561	AT1G13190	1	4498764	4501624	4499706	4501575	0.470861749	1.304749966
562	AT1G13195	1	4501581	4503676	4501635	4502744	0.45356361	0.782848001
563	AT1G13210	1	4508906	4514010	4509296	4512486	0.599400039	1.913630009
564	AT1G13220	1	4515464	4520306	4516416	4519915	0.593639545	2.870440006
565	AT1G13270	1	4544889	4547373	4545704	4546500	0.944407497	1.826650023
566	AT1G13320	1	4563428	4567849	4563902	4567200	0.439032452	1.565700054
567	AT1G13330	1	4567935	4570598	4569302	4570350	0.926441908	1.230190039
568	AT1G13340	1	4569448	4571229	4569455	4570350	0.927938057	1.192909956
569	AT1G13350	1	4572304	4576711	4572756	4575890	0.460125285	1.478710055
570	AT1G13410	1	4601235	4603635	4602002	4603629	1.154839243	2.385819912
571	AT1G13450	1	4612731	4615353	4613152	4614090	0.40502337	0.695864975
572	AT1G13460	1	4615767	4618449	4616652	4617930	0.601206952	2.609489918
573	AT1G13470	1	4620101	4621585	4620402	4621136	0.619520589	1.193699956
574	AT1G13560	1	4638468	4642190	4638902	4641267	0.484154187	1.174270034
575	AT1G13570	1	4642124	4644422	4642752	4643611	0.994360447	1.826650023
576	AT1G13580	1	4644521	4647142	4644970	4646096	0.763016869	1.652680039
577	AT1G13630	1	4669425	4673073	4670006	4672050	0.655364175	1.652680039
578	AT1G13640	1	4677004	4679862	4677702	4678900	0.972384087	2.145580053
579	AT1G13690	1	4693282	4694410	4694202	4694397	0.568497002	0.782848001
580	AT1G13730	1	4709757	4712672	4710827	4712314	0.783296935	1.842000008
581	AT1G13750	1	4715394	4718269	4715855	4717200	1.147199001	3.6098001
582	AT1G13770	1	4721574	4724520	4722474	4723935	0.58265413	1.435220003
583	AT1G13780	1	4724544	4726558	4725402	4726255	0.673466335	0.969241023
584	AT1G13800	1	4730395	4733869	4731602	4732700	1.013245691	1.565700054
585	AT1G13820	1	4735474	4737910	4736440	4737350	1.042602843	3.653290033
586	AT1G13825	1	4738441	4739345	4738874	4739243	0.375774872	0.596455991
587	AT1G13860	1	4743204	4746956	4744152	4746100	0.854588927	1.863919973
588	AT1G13880	1	4748831	4751234	4750302	4750917	0.485018691	0.782848001
589	AT1G13900	1	4753099	4755656	4754102	4754400	0.621929492	0.913322985
590	AT1G13910	1	4755777	4758076	4756984	4757785	0.601891817	1.391729951
591	AT1G13940	1	4762479	4766852	4763152	4765474	0.648267833	2.087599993
592	AT1G13960	1	4776283	4779420	4777711	4779063	0.529568851	1.87883997
593	AT1G13970	1	4779351	4782546	4779441	4781400	1.123162129	2.18249011
594	AT1G13980	1	4788463	4794654	4789371	4794100	0.735372308	7.306580067
595	AT1G13990	1	4794664	4796599	4796041	4796161	0.977307484	1.364969969
596	AT1G14000	1	4797358	4800283	4798505	4800281	0.405292106	1.043799996
597	AT1G14010	1	4800169	4801850	4800280	4800870	0.336504366	0.869831026
598	AT1G14020	1	4802720	4805375	4804152	4805276	1.113623004	3.757669926
599	AT1G14030	1	4805306	4807517	4805528	4806350	1.015761522	2.609489918
600	AT1G14040	1	4810115	4814724	4812752	4813750	0.634283496	1.409129977
601	AT1G14110	1	4830297	4831915	4830802	4830968	0.660149254	0.835038006
602	AT1G14140	1	4837927	4839633	4838752	4838834	0.678468496	0.730657995
603	AT1G14170	1	4843184	4845913	4843707	4844700	0.957647449	1.405110002
604	AT1G14205	1	4855533	4856762	4856202	4856759	1.01621674	1.826650023
605	AT1G14230	1	4861168	4864094	4862502	4863650	0.658867346	1.755480051
606	AT1G14260	1	4872856	4874907	4874252	4874600	0.673533299	1.565700054
607	AT1G14290	1	4880030	4882265	4880041	4881080	0.84798627	1.826650023
608	AT1G14300	1	4882336	4884818	4883302	4884034	0.67244913	1.304749966
609	AT1G14310	1	4884951	4886793	4885739	4886300	0.535181994	1.304749966
610	AT1G14330	1	4890069	4892332	4890390	4890751	0.988943629	2.331150055
611	AT1G14380	1	4918010	4921682	4918234	4920600	1.107009565	3.280509949
612	AT1G14400	1	4926486	4928812	4926802	4927734	0.500157208	1.217759967
613	AT1G14410	1	4928921	4931080	4929388	4929672	0.682163711	1.217759967
614	AT1G14460	1	4948638	4953284	4949468	4951800	0.892259408	2.348550081
615	AT1G14470	1	4954037	4955702	4955002	4955400	0.808803629	1.435220003
616	AT1G14510	1	4961594	4964515	4961752	4963201	0.57984263	1.455819964
617	AT1G14530	1	4970858	4973726	4971352	4972950	0.581615057	1.304749966
618	AT1G14550	1	4978922	4980466	4979997	4980046	1.054740489	1.290639997
619	AT1G14560	1	4980624	4983367	4981689	4982800	0.832244606	3.261869907
620	AT1G14570	1	4983489	4987375	4984427	4986894	0.505994435	2.400729895
621	AT1G14590	1	4998767	5000710	4999402	4999900	1.075449592	1.670079947
622	AT1G14610	1	5008153	5014533	5008564	5013681	0.656578703	5.740890026
623	AT1G14620	1	5014675	5016708	5015202	5015650	0.856739895	1.491140008
624	AT1G14640	1	5023426	5025955	5025102	5025893	0.622782934	0.937287986
625	AT1G14650	1	5027316	5031883	5028352	5030734	0.375683624	1.391729951
626	AT1G14660	1	5031943	5036610	5032206	5035692	0.622892166	2.040149927
